site_id,fire,severity,sample_period,date,transect,m,species_name,DAFOR,comments
H_H3,hm,high,3,7/3/2023,1,25-30,NA,NA,
H_H3,hm,high,3,7/3/2023,1,30-35,NA,NA,
H_H3,hm,high,3,7/3/2023,1,35-40,NA,NA,
H_H3,hm,high,3,7/3/2023,1,40-45,NA,NA,
H_H3,hm,high,3,7/3/2023,1,45-50,NA,NA,
H_H3,hm,high,3,7/3/2023,2,0-5,NA,NA,
H_H3,hm,high,3,7/3/2023,2,10-May,NA,NA,
H_H3,hm,high,3,7/3/2023,2,15-Oct,NA,NA,
H_H3,hm,high,3,7/3/2023,2,15-20,NA,NA,
H_H3,hm,high,3,7/3/2023,2,20-25,NA,NA,
H_H3,hm,high,3,7/3/2023,2,25-30,NA,NA,
H_H3,hm,high,3,7/3/2023,2,30-35,NA,NA,
H_H3,hm,high,3,7/3/2023,2,35-40,NA,NA,
H_H3,hm,high,3,7/3/2023,2,40-45,NA,NA,
H_H3,hm,high,3,7/3/2023,2,45-50,Penstemon virens,R,
B_U1,bc,unburned,3,7/6/2023,1,0-5,Penstemon virens,R,
B_U1,bc,unburned,3,7/6/2023,1,10-May,NA,NA,
B_U1,bc,unburned,3,7/6/2023,1,15-Oct,NA,NA,
B_U1,bc,unburned,3,7/6/2023,1,15-20,NA,NA,
B_U1,bc,unburned,3,7/6/2023,1,20-25,NA,NA,
B_U1,bc,unburned,3,7/6/2023,1,25-30,Penstemon virens,R,
B_U1,bc,unburned,3,7/6/2023,1,30-35,NA,NA,
B_U1,bc,unburned,3,7/6/2023,1,35-40,NA,NA,
B_U1,bc,unburned,3,7/6/2023,1,40-45,NA,NA,
B_U1,bc,unburned,3,7/6/2023,1,45-50,NA,NA,
B_U1,bc,unburned,3,7/6/2023,2,0-5,NA,NA,
B_U1,bc,unburned,3,7/6/2023,2,10-May,Penstemon virens,R,
B_U1,bc,unburned,3,7/6/2023,2,15-Oct,Harbouria trachypleura,R,
B_U1,bc,unburned,3,7/6/2023,2,15-Oct,Mertensia lanceolata,R,
B_U1,bc,unburned,3,7/6/2023,2,15-20,NA,NA,
B_U1,bc,unburned,3,7/6/2023,2,20-25,NA,NA,
B_U1,bc,unburned,3,7/6/2023,2,25-30,NA,NA,
B_U1,bc,unburned,3,7/6/2023,2,30-35,Potentilla hippiana,R,
B_U1,bc,unburned,3,7/6/2023,2,30-35,Penstemon virens,O,
B_U1,bc,unburned,3,7/6/2023,2,35-40,Penstemon virens,R,
B_U1,bc,unburned,3,7/6/2023,2,40-45,NA,NA,
B_U1,bc,unburned,3,7/6/2023,2,45-50,NA,NA,
B_U3,bc,unburned,4,8/3/2023,1,0-5,NA,NA,
B_U3,bc,unburned,4,8/3/2023,1,10-May,NA,NA,
B_U3,bc,unburned,4,8/3/2023,1,15-Oct,Allium cernuum,O,
B_U3,bc,unburned,4,8/3/2023,1,15-20,NA,NA,
B_U3,bc,unburned,4,8/3/2023,1,20-25,Erigeron flagellaris,R,
B_U3,bc,unburned,4,8/3/2023,1,20-25,Trifolium repens,O,
B_U3,bc,unburned,4,8/3/2023,1,25-30,Erigeron subtrinervis,R,
B_U3,bc,unburned,4,8/3/2023,1,30-35,NA,NA,
B_U3,bc,unburned,4,8/3/2023,1,35-40,NA,NA,
B_U3,bc,unburned,4,8/3/2023,1,40-45,NA,NA,
B_U3,bc,unburned,4,8/3/2023,1,45-50,NA,NA,
B_U3,bc,unburned,4,8/3/2023,2,0-5,NA,NA,
B_U3,bc,unburned,4,8/3/2023,2,10-May,NA,NA,
B_U3,bc,unburned,4,8/3/2023,2,15-Oct,NA,NA,
B_U3,bc,unburned,4,8/3/2023,2,15-20,Trifolium repens,O,
B_U3,bc,unburned,4,8/3/2023,2,20-25,NA,NA,
B_U3,bc,unburned,4,8/3/2023,2,25-30,NA,NA,
B_U3,bc,unburned,4,8/3/2023,2,30-35,NA,NA,
B_U3,bc,unburned,4,8/3/2023,2,35-40,NA,NA,
B_U3,bc,unburned,4,8/3/2023,2,40-45,NA,NA,
B_U3,bc,unburned,4,8/3/2023,2,45-50,Campanula rotundifolia,R,
B_U1,bc,unburned,4,8/3/2023,1,0-5,NA,NA,
B_U1,bc,unburned,4,8/3/2023,1,10-May,NA,NA,
B_U1,bc,unburned,4,8/3/2023,1,15-Oct,NA,NA,
B_U1,bc,unburned,4,8/3/2023,1,15-20,NA,NA,
B_U1,bc,unburned,4,8/3/2023,1,20-25,NA,NA,
B_U1,bc,unburned,4,8/3/2023,1,25-30,NA,NA,
B_U1,bc,unburned,4,8/3/2023,1,30-35,NA,NA,
B_U1,bc,unburned,4,8/3/2023,1,35-40,NA,NA,
B_U1,bc,unburned,4,8/3/2023,1,40-45,NA,NA,
B_U1,bc,unburned,4,8/3/2023,1,45-50,NA,NA,
B_U1,bc,unburned,4,8/3/2023,2,0-5,Campanula rotundifolia,R,
B_U1,bc,unburned,4,8/3/2023,2,10-May,Allium cernuum,O,
B_U1,bc,unburned,4,8/3/2023,2,15-Oct,NA,NA,
B_U1,bc,unburned,4,8/3/2023,2,15-20,NA,NA,
B_U1,bc,unburned,4,8/3/2023,2,20-25,NA,NA,
B_U1,bc,unburned,4,8/3/2023,2,25-30,NA,NA,
B_U1,bc,unburned,4,8/3/2023,2,30-35,Symphyotrichum porteri,R,
B_U1,bc,unburned,4,8/3/2023,2,35-40,NA,NA,
B_U1,bc,unburned,4,8/3/2023,2,40-45,NA,NA,
B_U1,bc,unburned,4,8/3/2023,2,45-50,NA,NA,
H_H2,hm,high,4,7/27/2023,1,0-5,NA,NA,
H_H2,hm,high,4,7/27/2023,1,10-May,NA,NA,
H_H2,hm,high,4,7/27/2023,1,15-Oct,NA,NA,
H_H2,hm,high,4,7/27/2023,1,15-20,NA,NA,
H_H2,hm,high,4,7/27/2023,1,20-25,NA,NA,
H_H2,hm,high,4,7/27/2023,1,25-30,NA,NA,
H_H2,hm,high,4,7/27/2023,1,30-35,NA,NA,
H_H2,hm,high,4,7/27/2023,1,35-40,NA,NA,
H_H2,hm,high,4,7/27/2023,1,40-45,Heterotheca villosa,R,
H_H2,hm,high,4,7/27/2023,1,45-50,NA,NA,
H_H2,hm,high,4,7/27/2023,2,0-5,NA,NA,
H_H2,hm,high,4,7/27/2023,2,10-May,NA,NA,
H_H2,hm,high,4,7/27/2023,2,15-Oct,NA,NA,
H_H2,hm,high,4,7/27/2023,2,15-20,NA,NA,
H_H2,hm,high,4,7/27/2023,2,20-25,NA,NA,
H_H2,hm,high,4,7/27/2023,2,25-30,NA,NA,
H_H2,hm,high,4,7/27/2023,2,30-35,Eremogone fendleri,R,
H_H2,hm,high,4,7/27/2023,2,35-40,Solidago missouriensis,O,
H_H2,hm,high,4,7/27/2023,2,40-45,Heterotheca villosa,O,
H_H2,hm,high,4,7/27/2023,2,45-50,Ipomopsis aggregata subsp. collina,R,
H_H1,hm,high,4,7/27/2023,1,0-5,NA,NA,
H_H1,hm,high,4,7/27/2023,1,10-May,NA,NA,
H_H1,hm,high,4,7/27/2023,1,15-Oct,NA,NA,
H_H1,hm,high,4,7/27/2023,1,15-20,NA,NA,
H_H1,hm,high,4,7/27/2023,1,20-25,NA,NA,
H_H1,hm,high,4,7/27/2023,1,25-30,Heterotheca villosa,O,
H_H1,hm,high,4,7/27/2023,1,30-35,NA,NA,
H_H1,hm,high,4,7/27/2023,1,35-40,NA,NA,
H_H1,hm,high,4,7/27/2023,1,40-45,NA,NA,
H_H1,hm,high,4,7/27/2023,1,45-50,NA,NA,
H_H1,hm,high,4,7/27/2023,2,0-5,NA,NA,
H_H1,hm,high,4,7/27/2023,2,10-May,NA,NA,
H_H1,hm,high,4,7/27/2023,2,15-Oct,NA,NA,
H_H1,hm,high,4,7/27/2023,2,15-20,NA,NA,
H_H1,hm,high,4,7/27/2023,2,20-25,NA,NA,
H_H1,hm,high,4,7/27/2023,2,25-30,NA,NA,
H_H1,hm,high,4,7/27/2023,2,30-35,NA,NA,
H_H1,hm,high,4,7/27/2023,2,35-40,NA,NA,
H_H1,hm,high,4,7/27/2023,2,40-45,NA,NA,
H_H1,hm,high,4,7/27/2023,2,45-50,NA,NA,
H_L2,hm,low,4,7/31/2023,1,0-5,NA,NA,
H_L2,hm,low,4,7/31/2023,1,10-May,NA,NA,
H_L2,hm,low,4,7/31/2023,1,15-Oct,NA,NA,
H_L2,hm,low,4,7/31/2023,1,15-20,NA,NA,
H_L2,hm,low,4,7/31/2023,1,20-25,NA,NA,
H_L2,hm,low,4,7/31/2023,1,25-30,NA,NA,
H_L2,hm,low,4,7/31/2023,1,30-35,NA,NA,
H_L2,hm,low,4,7/31/2023,1,35-40,NA,NA,
H_L2,hm,low,4,7/31/2023,1,40-45,NA,NA,
H_L2,hm,low,4,7/31/2023,1,45-50,NA,NA,
H_L2,hm,low,4,7/31/2023,2,0-5,NA,NA,
H_L2,hm,low,4,7/31/2023,2,10-May,NA,NA,
H_L2,hm,low,4,7/31/2023,2,15-Oct,NA,NA,
H_L2,hm,low,4,7/31/2023,2,15-20,NA,NA,
H_L2,hm,low,4,7/31/2023,2,20-25,NA,NA,
H_L2,hm,low,4,7/31/2023,2,25-30,NA,NA,
H_L2,hm,low,4,7/31/2023,2,30-35,Solidago simplex,O,
H_L2,hm,low,4,7/31/2023,2,35-40,NA,NA,
H_L2,hm,low,4,7/31/2023,2,40-45,NA,NA,
H_L2,hm,low,4,7/31/2023,2,45-50,NA,NA,
H_L3,hm,low,4,7/31/2023,1,0-5,NA,NA,
H_L3,hm,low,4,7/31/2023,1,10-May,NA,NA,
H_L3,hm,low,4,7/31/2023,1,15-Oct,NA,NA,
H_L3,hm,low,4,7/31/2023,1,15-20,NA,NA,
H_L3,hm,low,4,7/31/2023,1,20-25,NA,NA,
H_L3,hm,low,4,7/31/2023,1,25-30,NA,NA,
H_L3,hm,low,4,7/31/2023,1,30-35,NA,NA,
H_L3,hm,low,4,7/31/2023,1,35-40,NA,NA,
H_L3,hm,low,4,7/31/2023,1,40-45,NA,NA,
H_L3,hm,low,4,7/31/2023,1,45-50,NA,NA,
H_L3,hm,low,4,7/31/2023,2,0-5,NA,NA,
H_L3,hm,low,4,7/31/2023,2,10-May,NA,NA,
H_L3,hm,low,4,7/31/2023,2,15-Oct,NA,NA,
H_L3,hm,low,4,7/31/2023,2,15-20,NA,NA,
H_L3,hm,low,4,7/31/2023,2,20-25,NA,NA,
H_L3,hm,low,4,7/31/2023,2,25-30,NA,NA,
H_L3,hm,low,4,7/31/2023,2,30-35,NA,NA,
H_L3,hm,low,4,7/31/2023,2,35-40,NA,NA,
H_L3,hm,low,4,7/31/2023,2,40-45,Eremogone fendleri,O,
H_L3,hm,low,4,7/31/2023,2,45-50,NA,NA,
H_H3,hm,high,4,7/31/2023,1,0-5,Heterotheca villosa,O,
H_H3,hm,high,4,7/31/2023,1,10-May,Solidago nemoralis,O,
H_H3,hm,high,4,7/31/2023,1,15-Oct,Solidago nemoralis,O,
H_H3,hm,high,4,7/31/2023,1,15-Oct,Heterotheca villosa,D,
H_H3,hm,high,4,7/31/2023,1,15-20,Solidago nemoralis,R,
H_H3,hm,high,4,7/31/2023,1,20-25,NA,NA,
H_H3,hm,high,4,7/31/2023,1,25-30,NA,NA,
H_H3,hm,high,4,7/31/2023,1,30-35,NA,NA,
H_H3,hm,high,4,7/31/2023,1,35-40,Eremogone fendleri,R,
H_H3,hm,high,4,7/31/2023,1,35-40,Solidago nemoralis,O,
H_H3,hm,high,4,7/31/2023,1,40-45,Heterotheca villosa,O,
H_H3,hm,high,4,7/31/2023,1,40-45,Solidago nemoralis,R,
H_H3,hm,high,4,7/31/2023,1,45-50,NA,NA,
H_H3,hm,high,4,7/31/2023,2,0-5,Solidago nemoralis,O,
H_H3,hm,high,4,7/31/2023,2,10-May,NA,NA,
H_H3,hm,high,4,7/31/2023,2,15-Oct,NA,NA,
H_H3,hm,high,4,7/31/2023,2,15-20,Heterotheca villosa,R,
H_H3,hm,high,4,7/31/2023,2,20-25,Eremogone fendleri,R,
H_H3,hm,high,4,7/31/2023,2,25-30,Astragalus miser,R,
H_H3,hm,high,4,7/31/2023,2,25-30,Solidago nemoralis,O,
H_H3,hm,high,4,7/31/2023,2,30-35,NA,NA,
H_H3,hm,high,4,7/31/2023,2,35-40,Solidago nemoralis,F,
H_H3,hm,high,4,7/31/2023,2,40-45,NA,NA,
H_H3,hm,high,4,7/31/2023,2,45-50,Solidago nemoralis,R,
B_H1,bc,high,4,8/17/2023,1,0-5,NA,NA,
B_H1,bc,high,4,8/17/2023,1,10-May,NA,NA,
B_H1,bc,high,4,8/17/2023,1,15-Oct,NA,NA,
B_H1,bc,high,4,8/17/2023,1,15-20,NA,NA,
B_H1,bc,high,4,8/17/2023,1,20-25,Heterotheca villosa,O,
B_H1,bc,high,4,8/17/2023,1,25-30,NA,NA,
B_H1,bc,high,4,8/17/2023,1,30-35,NA,NA,
B_H1,bc,high,4,8/17/2023,1,35-40,NA,NA,
B_H1,bc,high,4,8/17/2023,1,40-45,NA,NA,
B_H1,bc,high,4,8/17/2023,1,45-50,NA,NA,
B_H1,bc,high,4,8/17/2023,2,0-5,NA,NA,
B_H1,bc,high,4,8/17/2023,2,10-May,NA,NA,
B_H1,bc,high,4,8/17/2023,2,15-Oct,NA,NA,
B_H1,bc,high,4,8/17/2023,2,15-20,NA,NA,
B_H1,bc,high,4,8/17/2023,2,20-25,NA,NA,
B_H1,bc,high,4,8/17/2023,2,25-30,NA,NA,
B_H1,bc,high,4,8/17/2023,2,30-35,NA,NA,
B_H1,bc,high,4,8/17/2023,2,35-40,NA,NA,
B_H1,bc,high,4,8/17/2023,2,40-45,NA,NA,
B_H1,bc,high,4,8/17/2023,2,45-50,NA,NA,
B_L3,bc,low,4,8/17/2023,1,0-5,Heterotheca villosa,R,
B_L3,bc,low,4,8/17/2023,1,10-May,NA,NA,
B_L3,bc,low,4,8/17/2023,1,15-Oct,NA,NA,
B_L3,bc,low,4,8/17/2023,1,15-20,NA,NA,
B_L3,bc,low,4,8/17/2023,1,20-25,NA,NA,
B_L3,bc,low,4,8/17/2023,1,25-30,NA,NA,
B_L3,bc,low,4,8/17/2023,1,30-35,NA,NA,
B_L3,bc,low,4,8/17/2023,1,35-40,NA,NA,
B_L3,bc,low,4,8/17/2023,1,40-45,NA,NA,
B_L3,bc,low,4,8/17/2023,1,45-50,Heterotheca villosa,O,
B_L3,bc,low,4,8/17/2023,2,0-5,NA,NA,
B_L3,bc,low,4,8/17/2023,2,10-May,NA,NA,
B_L3,bc,low,4,8/17/2023,2,15-Oct,Heterotheca villosa,R,
B_L3,bc,low,4,8/17/2023,2,15-20,NA,NA,
B_L3,bc,low,4,8/17/2023,2,20-25,NA,NA,
B_L3,bc,low,4,8/17/2023,2,25-30,Symphyotrichum porteri,R,
B_L3,bc,low,4,8/17/2023,2,30-35,NA,NA,
B_L3,bc,low,4,8/17/2023,2,35-40,NA,NA,
B_L3,bc,low,4,8/17/2023,2,40-45,NA,NA,
B_L3,bc,low,4,8/17/2023,2,45-50,NA,NA,
B_H2,bc,high,4,8/14/2023,1,0-5,Achillea millefolium,R,
B_H2,bc,high,4,8/14/2023,1,10-May,Solidago velutina,R,
B_H2,bc,high,4,8/14/2023,1,15-Oct,Erigeron subtrinervis,R,
B_H2,bc,high,4,8/14/2023,1,15-20,NA,NA,
B_H2,bc,high,4,8/14/2023,1,20-25,NA,NA,
B_H2,bc,high,4,8/14/2023,1,25-30,NA,NA,
B_H2,bc,high,4,8/14/2023,1,30-35,Achillea millefolium,R,
B_H2,bc,high,4,8/14/2023,1,30-35,Solidago missouriensis,O,
B_H2,bc,high,4,8/14/2023,1,35-40,NA,NA,
B_H2,bc,high,4,8/14/2023,1,40-45,Phacelia hastata,R,
B_H2,bc,high,4,8/14/2023,1,45-50,Aliciella pinnatifida,R,
B_H2,bc,high,4,8/14/2023,2,0-5,Solidago missouriensis,O,
B_H2,bc,high,4,8/14/2023,2,10-May,Solidago missouriensis,R,
B_H2,bc,high,4,8/14/2023,2,15-Oct,NA,NA,
B_H2,bc,high,4,8/14/2023,2,15-20,Erigeron subtrinervis,O,
B_H2,bc,high,4,8/14/2023,2,20-25,Erigeron subtrinervis,O,
B_H2,bc,high,4,8/14/2023,2,25-30,Erigeron subtrinervis,O,
B_H2,bc,high,4,8/14/2023,2,30-35,Heterotheca villosa,O,
B_H2,bc,high,4,8/14/2023,2,30-35,Campanula rotundifolia,R,
B_H2,bc,high,4,8/14/2023,2,35-40,Erigeron subtrinervis,F,
B_H2,bc,high,4,8/14/2023,2,35-40,Solidago missouriensis,O,
B_H2,bc,high,4,8/14/2023,2,40-45,Campanula rotundifolia,R,
B_H2,bc,high,4,8/14/2023,2,40-45,Achillea millefolium,R,
B_H2,bc,high,4,8/14/2023,2,45-50,NA,NA,
B_H3,bc,high,4,8/14/2023,1,0-5,NA,NA,
B_H3,bc,high,4,8/14/2023,1,10-May,Artemisia frigida,R,
B_H3,bc,high,4,8/14/2023,1,15-Oct,Solidago missouriensis,F,
B_H3,bc,high,4,8/14/2023,1,15-20,NA,NA,
B_H3,bc,high,4,8/14/2023,1,20-25,Heterotheca villosa,R,
B_H3,bc,high,4,8/14/2023,1,25-30,NA,NA,
B_H3,bc,high,4,8/14/2023,1,30-35,Heterotheca villosa,O,
B_H3,bc,high,4,8/14/2023,1,35-40,NA,NA,
B_H3,bc,high,4,8/14/2023,1,40-45,Hymenothrix dissecta,R,
B_H3,bc,high,4,8/14/2023,1,45-50,NA,NA,
B_H3,bc,high,4,8/14/2023,2,0-5,NA,NA,
B_H3,bc,high,4,8/14/2023,2,10-May,Heterotheca villosa,R,
B_H3,bc,high,4,8/14/2023,2,15-Oct,NA,NA,
B_H3,bc,high,4,8/14/2023,2,15-20,Heterotheca villosa,R,
B_H3,bc,high,4,8/14/2023,2,20-25,NA,NA,
B_H3,bc,high,4,8/14/2023,2,25-30,NA,NA,
B_H3,bc,high,4,8/14/2023,2,30-35,Heterotheca villosa,O,
B_H3,bc,high,4,8/14/2023,2,35-40,Heterotheca villosa,F,
B_H3,bc,high,4,8/14/2023,2,40-45,Heterotheca villosa,R,
B_H3,bc,high,4,8/14/2023,2,45-50,Heterotheca villosa,F,
B_L1,bc,low,4,8/10/2023,1,0-5,NA,NA,
B_L1,bc,low,4,8/10/2023,1,10-May,Campanula rotundifolia,R,
B_L1,bc,low,4,8/10/2023,1,15-Oct,Campanula rotundifolia,R,
B_L1,bc,low,4,8/10/2023,1,15-20,NA,NA,
B_L1,bc,low,4,8/10/2023,1,20-25,NA,NA,
B_L1,bc,low,4,8/10/2023,1,25-30,NA,NA,
B_L1,bc,low,4,8/10/2023,1,30-35,NA,NA,
B_L1,bc,low,4,8/10/2023,1,35-40,NA,NA,
B_L1,bc,low,4,8/10/2023,1,40-45,NA,NA,
B_L1,bc,low,4,8/10/2023,1,45-50,NA,NA,
B_L1,bc,low,4,8/10/2023,2,0-5,NA,NA,
B_L1,bc,low,4,8/10/2023,2,10-May,NA,NA,
B_L1,bc,low,4,8/10/2023,2,15-Oct,NA,NA,
B_L1,bc,low,4,8/10/2023,2,15-20,NA,NA,
B_L1,bc,low,4,8/10/2023,2,20-25,NA,NA,
B_L1,bc,low,4,8/10/2023,2,25-30,NA,NA,
B_L1,bc,low,4,8/10/2023,2,30-35,NA,NA,
B_L1,bc,low,4,8/10/2023,2,35-40,NA,NA,
B_L1,bc,low,4,8/10/2023,2,40-45,NA,NA,
B_L1,bc,low,4,8/10/2023,2,45-50,NA,NA,
B_L2,bc,low,4,8/10/2023,1,0-5,NA,NA,
B_L2,bc,low,4,8/10/2023,1,10-May,NA,NA,
B_L2,bc,low,4,8/10/2023,1,15-Oct,NA,NA,
B_L2,bc,low,4,8/10/2023,1,15-20,NA,NA,
B_L2,bc,low,4,8/10/2023,1,20-25,NA,NA,
B_L2,bc,low,4,8/10/2023,1,25-30,Heterotheca villosa,R,
B_L2,bc,low,4,8/10/2023,1,30-35,Heterotheca villosa,R,
B_L2,bc,low,4,8/10/2023,1,35-40,NA,NA,
B_L2,bc,low,4,8/10/2023,1,40-45,NA,NA,
B_L2,bc,low,4,8/10/2023,1,45-50,NA,NA,
B_L2,bc,low,4,8/10/2023,2,0-5,Heterotheca villosa,O,
B_L2,bc,low,4,8/10/2023,2,10-May,Heterotheca villosa,F,
B_L2,bc,low,4,8/10/2023,2,15-Oct,Heterotheca villosa,R,
B_L2,bc,low,4,8/10/2023,2,15-20,NA,NA,
B_L2,bc,low,4,8/10/2023,2,20-25,NA,NA,
B_L2,bc,low,4,8/10/2023,2,25-30,Heterotheca villosa,R,
B_L2,bc,low,4,8/10/2023,2,30-35,NA,NA,
B_L2,bc,low,4,8/10/2023,2,35-40,NA,NA,
B_L2,bc,low,4,8/10/2023,2,40-45,NA,NA,
B_L2,bc,low,4,8/10/2023,2,45-50,NA,NA,
H_U1,hm,unburned,4,8/10/2023,1,0-5,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,1,10-May,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,1,15-Oct,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,1,15-20,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,1,20-25,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,1,25-30,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,1,30-35,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,1,35-40,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,1,40-45,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,1,45-50,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,2,0-5,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,2,10-May,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,2,15-Oct,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,2,15-20,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,2,20-25,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,2,25-30,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,2,30-35,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,2,35-40,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,2,40-45,NA,NA,no flowers
H_U1,hm,unburned,4,8/10/2023,2,45-50,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,1,0-5,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,1,10-May,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,1,15-Oct,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,1,15-20,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,1,20-25,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,1,25-30,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,1,30-35,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,1,35-40,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,1,40-45,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,1,45-50,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,2,0-5,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,2,10-May,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,2,15-Oct,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,2,15-20,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,2,20-25,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,2,25-30,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,2,30-35,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,2,35-40,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,2,40-45,NA,NA,no flowers
H_U2,hm,unburned,4,8/8/2023,2,45-50,NA,NA,no flowers
H_U3,hm,unburned,4,8/8/2023,1,0-5,NA,NA,
H_U3,hm,unburned,4,8/8/2023,1,10-May,NA,NA,
H_U3,hm,unburned,4,8/8/2023,1,15-Oct,NA,NA,
H_U3,hm,unburned,4,8/8/2023,1,15-20,NA,NA,
H_U3,hm,unburned,4,8/8/2023,1,20-25,NA,NA,
H_U3,hm,unburned,4,8/8/2023,1,25-30,NA,NA,
H_U3,hm,unburned,4,8/8/2023,1,30-35,NA,NA,
H_U3,hm,unburned,4,8/8/2023,1,35-40,NA,NA,
H_U3,hm,unburned,4,8/8/2023,1,40-45,NA,NA,
H_U3,hm,unburned,4,8/8/2023,1,45-50,NA,NA,
H_U3,hm,unburned,4,8/8/2023,2,0-5,NA,NA,
H_U3,hm,unburned,4,8/8/2023,2,10-May,NA,NA,
H_U3,hm,unburned,4,8/8/2023,2,15-Oct,NA,NA,
H_U3,hm,unburned,4,8/8/2023,2,15-20,NA,NA,
H_U3,hm,unburned,4,8/8/2023,2,20-25,NA,NA,
H_U3,hm,unburned,4,8/8/2023,2,25-30,NA,NA,
H_U3,hm,unburned,4,8/8/2023,2,30-35,NA,NA,
H_U3,hm,unburned,4,8/8/2023,2,35-40,NA,NA,
H_U3,hm,unburned,4,8/8/2023,2,40-45,Geranium caespitosum,R,
H_U3,hm,unburned,4,8/8/2023,2,45-50,NA,NA,
